#the number of samples
121
#lower bound
 1.0000000e+02	 6.0000000e+01	
#upper bound
 5.0000000e+02	 1.2000000e+02	
1	 1.0000000e+02	 6.0000000e+01	
2	 1.4000000e+02	 6.0000000e+01	
3	 1.8000000e+02	 6.0000000e+01	
4	 2.2000000e+02	 6.0000000e+01	
5	 2.6000000e+02	 6.0000000e+01	
6	 3.0000000e+02	 6.0000000e+01	
7	 3.4000000e+02	 6.0000000e+01	
8	 3.8000000e+02	 6.0000000e+01	
9	 4.2000000e+02	 6.0000000e+01	
10	 4.6000000e+02	 6.0000000e+01	
11	 5.0000000e+02	 6.0000000e+01	
12	 1.0000000e+02	 6.6000000e+01	
13	 1.4000000e+02	 6.6000000e+01	
14	 1.8000000e+02	 6.6000000e+01	
15	 2.2000000e+02	 6.6000000e+01	
16	 2.6000000e+02	 6.6000000e+01	
17	 3.0000000e+02	 6.6000000e+01	
18	 3.4000000e+02	 6.6000000e+01	
19	 3.8000000e+02	 6.6000000e+01	
20	 4.2000000e+02	 6.6000000e+01	
21	 4.6000000e+02	 6.6000000e+01	
22	 5.0000000e+02	 6.6000000e+01	
23	 1.0000000e+02	 7.2000000e+01	
24	 1.4000000e+02	 7.2000000e+01	
25	 1.8000000e+02	 7.2000000e+01	
26	 2.2000000e+02	 7.2000000e+01	
27	 2.6000000e+02	 7.2000000e+01	
28	 3.0000000e+02	 7.2000000e+01	
29	 3.4000000e+02	 7.2000000e+01	
30	 3.8000000e+02	 7.2000000e+01	
31	 4.2000000e+02	 7.2000000e+01	
32	 4.6000000e+02	 7.2000000e+01	
33	 5.0000000e+02	 7.2000000e+01	
34	 1.0000000e+02	 7.8000000e+01	
35	 1.4000000e+02	 7.8000000e+01	
36	 1.8000000e+02	 7.8000000e+01	
37	 2.2000000e+02	 7.8000000e+01	
38	 2.6000000e+02	 7.8000000e+01	
39	 3.0000000e+02	 7.8000000e+01	
40	 3.4000000e+02	 7.8000000e+01	
41	 3.8000000e+02	 7.8000000e+01	
42	 4.2000000e+02	 7.8000000e+01	
43	 4.6000000e+02	 7.8000000e+01	
44	 5.0000000e+02	 7.8000000e+01	
45	 1.0000000e+02	 8.4000000e+01	
46	 1.4000000e+02	 8.4000000e+01	
47	 1.8000000e+02	 8.4000000e+01	
48	 2.2000000e+02	 8.4000000e+01	
49	 2.6000000e+02	 8.4000000e+01	
50	 3.0000000e+02	 8.4000000e+01	
51	 3.4000000e+02	 8.4000000e+01	
52	 3.8000000e+02	 8.4000000e+01	
53	 4.2000000e+02	 8.4000000e+01	
54	 4.6000000e+02	 8.4000000e+01	
55	 5.0000000e+02	 8.4000000e+01	
56	 1.0000000e+02	 9.0000000e+01	
57	 1.4000000e+02	 9.0000000e+01	
58	 1.8000000e+02	 9.0000000e+01	
59	 2.2000000e+02	 9.0000000e+01	
60	 2.6000000e+02	 9.0000000e+01	
61	 3.0000000e+02	 9.0000000e+01	
62	 3.4000000e+02	 9.0000000e+01	
63	 3.8000000e+02	 9.0000000e+01	
64	 4.2000000e+02	 9.0000000e+01	
65	 4.6000000e+02	 9.0000000e+01	
66	 5.0000000e+02	 9.0000000e+01	
67	 1.0000000e+02	 9.6000000e+01	
68	 1.4000000e+02	 9.6000000e+01	
69	 1.8000000e+02	 9.6000000e+01	
70	 2.2000000e+02	 9.6000000e+01	
71	 2.6000000e+02	 9.6000000e+01	
72	 3.0000000e+02	 9.6000000e+01	
73	 3.4000000e+02	 9.6000000e+01	
74	 3.8000000e+02	 9.6000000e+01	
75	 4.2000000e+02	 9.6000000e+01	
76	 4.6000000e+02	 9.6000000e+01	
77	 5.0000000e+02	 9.6000000e+01	
78	 1.0000000e+02	 1.0200000e+02	
79	 1.4000000e+02	 1.0200000e+02	
80	 1.8000000e+02	 1.0200000e+02	
81	 2.2000000e+02	 1.0200000e+02	
82	 2.6000000e+02	 1.0200000e+02	
83	 3.0000000e+02	 1.0200000e+02	
84	 3.4000000e+02	 1.0200000e+02	
85	 3.8000000e+02	 1.0200000e+02	
86	 4.2000000e+02	 1.0200000e+02	
87	 4.6000000e+02	 1.0200000e+02	
88	 5.0000000e+02	 1.0200000e+02	
89	 1.0000000e+02	 1.0800000e+02	
90	 1.4000000e+02	 1.0800000e+02	
91	 1.8000000e+02	 1.0800000e+02	
92	 2.2000000e+02	 1.0800000e+02	
93	 2.6000000e+02	 1.0800000e+02	
94	 3.0000000e+02	 1.0800000e+02	
95	 3.4000000e+02	 1.0800000e+02	
96	 3.8000000e+02	 1.0800000e+02	
97	 4.2000000e+02	 1.0800000e+02	
98	 4.6000000e+02	 1.0800000e+02	
99	 5.0000000e+02	 1.0800000e+02	
100	 1.0000000e+02	 1.1400000e+02	
101	 1.4000000e+02	 1.1400000e+02	
102	 1.8000000e+02	 1.1400000e+02	
103	 2.2000000e+02	 1.1400000e+02	
104	 2.6000000e+02	 1.1400000e+02	
105	 3.0000000e+02	 1.1400000e+02	
106	 3.4000000e+02	 1.1400000e+02	
107	 3.8000000e+02	 1.1400000e+02	
108	 4.2000000e+02	 1.1400000e+02	
109	 4.6000000e+02	 1.1400000e+02	
110	 5.0000000e+02	 1.1400000e+02	
111	 1.0000000e+02	 1.2000000e+02	
112	 1.4000000e+02	 1.2000000e+02	
113	 1.8000000e+02	 1.2000000e+02	
114	 2.2000000e+02	 1.2000000e+02	
115	 2.6000000e+02	 1.2000000e+02	
116	 3.0000000e+02	 1.2000000e+02	
117	 3.4000000e+02	 1.2000000e+02	
118	 3.8000000e+02	 1.2000000e+02	
119	 4.2000000e+02	 1.2000000e+02	
120	 4.6000000e+02	 1.2000000e+02	
121	 5.0000000e+02	 1.2000000e+02	
