#the number of samples
200
#lower bound
 1.0000000e+05	 6.5000000e-01	 6.0000000e+01	
#upper bound
 5.0000000e+05	 7.5000000e-01	 1.2000000e+02	
1	 1.0000000e+05	 6.5000000e-01	 1.2000000e+02	
2	 1.0000000e+05	 7.5000000e-01	 6.0000000e+01	
3	 1.0000000e+05	 7.5000000e-01	 1.2000000e+02	
4	 5.0000000e+05	 6.5000000e-01	 6.0000000e+01	
5	 5.0000000e+05	 6.5000000e-01	 1.2000000e+02	
6	 5.0000000e+05	 7.5000000e-01	 6.0000000e+01	
7	 5.0000000e+05	 7.5000000e-01	 1.2000000e+02	
8	 1.0000000e+05	 6.5000000e-01	 6.0000000e+01	
9	 3.0000000e+05	 7.0000000e-01	 9.0000000e+01	
10	 2.0000000e+05	 7.2500000e-01	 7.5000000e+01	
11	 4.0000000e+05	 6.7500000e-01	 1.0500000e+02	
12	 1.5000000e+05	 7.1250000e-01	 1.1250000e+02	
13	 3.5000000e+05	 6.6250000e-01	 8.2500000e+01	
14	 2.5000000e+05	 6.8750000e-01	 9.7500000e+01	
15	 4.5000000e+05	 7.3750000e-01	 6.7500000e+01	
16	 1.2500000e+05	 7.4375000e-01	 1.0125000e+02	
17	 3.2500000e+05	 6.9375000e-01	 7.1250000e+01	
18	 2.2500000e+05	 6.6875000e-01	 1.1625000e+02	
19	 4.2500000e+05	 7.1875000e-01	 8.6250000e+01	
20	 1.7500000e+05	 6.8125000e-01	 7.8750000e+01	
21	 3.7500000e+05	 7.3125000e-01	 1.0875000e+02	
22	 2.7500000e+05	 7.0625000e-01	 6.3750000e+01	
23	 4.7500000e+05	 6.5625000e-01	 9.3750000e+01	
24	 1.1250000e+05	 7.0312500e-01	 8.4375000e+01	
25	 3.1250000e+05	 6.5312500e-01	 1.1437500e+02	
26	 2.1250000e+05	 6.7812500e-01	 6.9375000e+01	
27	 4.1250000e+05	 7.2812500e-01	 9.9375000e+01	
28	 1.6250000e+05	 6.6562500e-01	 9.1875000e+01	
29	 3.6250000e+05	 7.1562500e-01	 6.1875000e+01	
30	 2.6250000e+05	 7.4062500e-01	 1.0687500e+02	
31	 4.6250000e+05	 6.9062500e-01	 7.6875000e+01	
32	 1.3750000e+05	 6.9687500e-01	 1.1062500e+02	
33	 3.3750000e+05	 7.4687500e-01	 8.0625000e+01	
34	 2.3750000e+05	 7.2187500e-01	 9.5625000e+01	
35	 4.3750000e+05	 6.7187500e-01	 6.5625000e+01	
36	 1.8750000e+05	 7.3437500e-01	 7.3125000e+01	
37	 3.8750000e+05	 6.8437500e-01	 1.0312500e+02	
38	 2.8750000e+05	 6.5937500e-01	 8.8125000e+01	
39	 4.8750000e+05	 7.0937500e-01	 1.1812500e+02	
40	 1.0625000e+05	 7.2968750e-01	 1.1718750e+02	
41	 3.0625000e+05	 6.7968750e-01	 8.7187500e+01	
42	 2.0625000e+05	 6.5468750e-01	 1.0218750e+02	
