#the number of samples
200
#lower bound
 1.0000000e+05	 7.0000000e-01	 6.0000000e+01	
#upper bound
 1.0000100e+05	 7.1000000e-01	 9.0000000e+01	
1	 1.0000000e+05	 7.0000000e-01	 9.0000000e+01	
2	 1.0000000e+05	 7.1000000e-01	 6.0000000e+01	
3	 1.0000000e+05	 7.1000000e-01	 9.0000000e+01	
4	 1.0000100e+05	 7.0000000e-01	 6.0000000e+01	
5	 1.0000100e+05	 7.0000000e-01	 9.0000000e+01	
6	 1.0000100e+05	 7.1000000e-01	 6.0000000e+01	
7	 1.0000100e+05	 7.1000000e-01	 9.0000000e+01	
8	 1.0000000e+05	 7.0000000e-01	 6.0000000e+01	
9	 1.0000050e+05	 7.0500000e-01	 7.5000000e+01	
10	 1.0000025e+05	 7.0750000e-01	 6.7500000e+01	
11	 1.0000075e+05	 7.0250000e-01	 8.2500000e+01	
12	 1.0000012e+05	 7.0625000e-01	 8.6250000e+01	
13	 1.0000062e+05	 7.0125000e-01	 7.1250000e+01	
14	 1.0000038e+05	 7.0375000e-01	 7.8750000e+01	
15	 1.0000088e+05	 7.0875000e-01	 6.3750000e+01	
16	 1.0000006e+05	 7.0937500e-01	 8.0625000e+01	
17	 1.0000056e+05	 7.0437500e-01	 6.5625000e+01	
18	 1.0000031e+05	 7.0187500e-01	 8.8125000e+01	
19	 1.0000081e+05	 7.0687500e-01	 7.3125000e+01	
20	 1.0000019e+05	 7.0312500e-01	 6.9375000e+01	
21	 1.0000069e+05	 7.0812500e-01	 8.4375000e+01	
22	 1.0000044e+05	 7.0562500e-01	 6.1875000e+01	
23	 1.0000094e+05	 7.0062500e-01	 7.6875000e+01	
24	 1.0000003e+05	 7.0531250e-01	 7.2187500e+01	
25	 1.0000053e+05	 7.0031250e-01	 8.7187500e+01	
26	 1.0000028e+05	 7.0281250e-01	 6.4687500e+01	
27	 1.0000078e+05	 7.0781250e-01	 7.9687500e+01	
28	 1.0000016e+05	 7.0156250e-01	 7.5937500e+01	
29	 1.0000066e+05	 7.0656250e-01	 6.0937500e+01	
30	 1.0000041e+05	 7.0906250e-01	 8.3437500e+01	
31	 1.0000091e+05	 7.0406250e-01	 6.8437500e+01	
32	 1.0000009e+05	 7.0468750e-01	 8.5312500e+01	
33	 1.0000059e+05	 7.0968750e-01	 7.0312500e+01	
34	 1.0000034e+05	 7.0718750e-01	 7.7812500e+01	
35	 1.0000084e+05	 7.0218750e-01	 6.2812500e+01	
36	 1.0000022e+05	 7.0843750e-01	 6.6562500e+01	
37	 1.0000072e+05	 7.0343750e-01	 8.1562500e+01	
38	 1.0000047e+05	 7.0093750e-01	 7.4062500e+01	
39	 1.0000097e+05	 7.0593750e-01	 8.9062500e+01	
40	 1.0000002e+05	 7.0796875e-01	 8.8593750e+01	
41	 1.0000052e+05	 7.0296875e-01	 7.3593750e+01	
42	 1.0000027e+05	 7.0046875e-01	 8.1093750e+01	
43	 1.0000077e+05	 7.0546875e-01	 6.6093750e+01	
44	 1.0000014e+05	 7.0421875e-01	 6.2343750e+01	
45	 1.0000064e+05	 7.0921875e-01	 7.7343750e+01	
46	 1.0000039e+05	 7.0671875e-01	 6.9843750e+01	
47	 1.0000089e+05	 7.0171875e-01	 8.4843750e+01	
48	 1.0000008e+05	 7.0234375e-01	 6.7968750e+01	
49	 1.0000058e+05	 7.0734375e-01	 8.2968750e+01	
50	 1.0000033e+05	 7.0984375e-01	 6.0468750e+01	
51	 1.0000083e+05	 7.0484375e-01	 7.5468750e+01	
52	 1.0000020e+05	 7.0609375e-01	 7.9218750e+01	
53	 1.0000070e+05	 7.0109375e-01	 6.4218750e+01	
54	 1.0000045e+05	 7.0359375e-01	 8.6718750e+01	
55	 1.0000095e+05	 7.0859375e-01	 7.1718750e+01	
56	 1.0000005e+05	 7.0265625e-01	 7.8281250e+01	
57	 1.0000055e+05	 7.0765625e-01	 6.3281250e+01	
58	 1.0000030e+05	 7.0515625e-01	 8.5781250e+01	
59	 1.0000080e+05	 7.0015625e-01	 7.0781250e+01	
60	 1.0000017e+05	 7.0890625e-01	 7.4531250e+01	
61	 1.0000067e+05	 7.0390625e-01	 8.9531250e+01	
62	 1.0000042e+05	 7.0140625e-01	 6.7031250e+01	
63	 1.0000092e+05	 7.0640625e-01	 8.2031250e+01	
64	 1.0000011e+05	 7.0703125e-01	 6.5156250e+01	
65	 1.0000061e+05	 7.0203125e-01	 8.0156250e+01	
66	 1.0000036e+05	 7.0453125e-01	 7.2656250e+01	
67	 1.0000086e+05	 7.0953125e-01	 8.7656250e+01	
68	 1.0000023e+05	 7.0078125e-01	 8.3906250e+01	
69	 1.0000073e+05	 7.0578125e-01	 6.8906250e+01	
70	 1.0000048e+05	 7.0828125e-01	 7.6406250e+01	
71	 1.0000098e+05	 7.0328125e-01	 6.1406250e+01	
72	 1.0000001e+05	 7.0664062e-01	 7.5703125e+01	
73	 1.0000051e+05	 7.0164062e-01	 6.0703125e+01	
74	 1.0000026e+05	 7.0414062e-01	 8.3203125e+01	
75	 1.0000076e+05	 7.0914062e-01	 6.8203125e+01	
76	 1.0000013e+05	 7.0039062e-01	 7.1953125e+01	
77	 1.0000063e+05	 7.0539062e-01	 8.6953125e+01	
78	 1.0000038e+05	 7.0789062e-01	 6.4453125e+01	
79	 1.0000088e+05	 7.0289062e-01	 7.9453125e+01	
80	 1.0000007e+05	 7.0351562e-01	 6.6328125e+01	
81	 1.0000057e+05	 7.0851562e-01	 8.1328125e+01	
82	 1.0000032e+05	 7.0601562e-01	 7.3828125e+01	
83	 1.0000082e+05	 7.0101562e-01	 8.8828125e+01	
84	 1.0000020e+05	 7.0976562e-01	 8.5078125e+01	
85	 1.0000070e+05	 7.0476562e-01	 7.0078125e+01	
86	 1.0000045e+05	 7.0226563e-01	 7.7578125e+01	
87	 1.0000095e+05	 7.0726563e-01	 6.2578125e+01	
88	 1.0000004e+05	 7.0132812e-01	 8.7890625e+01	
