#the number of samples
216
#lower bound
 1.0000000e+05	 7.0000000e-01	 6.0000000e+01	
#upper bound
 1.0000100e+05	 7.1000000e-01	 9.0000000e+01	
1	 1.0000000e+05	 7.0000000e-01	 6.0000000e+01	
2	 1.0000000e+05	 7.0000000e-01	 6.6000000e+01	
3	 1.0000000e+05	 7.0000000e-01	 7.2000000e+01	
4	 1.0000000e+05	 7.0000000e-01	 7.8000000e+01	
5	 1.0000000e+05	 7.0000000e-01	 8.4000000e+01	
6	 1.0000000e+05	 7.0000000e-01	 9.0000000e+01	
7	 1.0000020e+05	 7.0000000e-01	 6.0000000e+01	
8	 1.0000020e+05	 7.0000000e-01	 6.6000000e+01	
9	 1.0000020e+05	 7.0000000e-01	 7.2000000e+01	
10	 1.0000020e+05	 7.0000000e-01	 7.8000000e+01	
11	 1.0000020e+05	 7.0000000e-01	 8.4000000e+01	
12	 1.0000020e+05	 7.0000000e-01	 9.0000000e+01	
13	 1.0000040e+05	 7.0000000e-01	 6.0000000e+01	
14	 1.0000040e+05	 7.0000000e-01	 6.6000000e+01	
15	 1.0000040e+05	 7.0000000e-01	 7.2000000e+01	
16	 1.0000040e+05	 7.0000000e-01	 7.8000000e+01	
17	 1.0000040e+05	 7.0000000e-01	 8.4000000e+01	
18	 1.0000040e+05	 7.0000000e-01	 9.0000000e+01	
19	 1.0000060e+05	 7.0000000e-01	 6.0000000e+01	
20	 1.0000060e+05	 7.0000000e-01	 6.6000000e+01	
21	 1.0000060e+05	 7.0000000e-01	 7.2000000e+01	
22	 1.0000060e+05	 7.0000000e-01	 7.8000000e+01	
23	 1.0000060e+05	 7.0000000e-01	 8.4000000e+01	
24	 1.0000060e+05	 7.0000000e-01	 9.0000000e+01	
25	 1.0000080e+05	 7.0000000e-01	 6.0000000e+01	
26	 1.0000080e+05	 7.0000000e-01	 6.6000000e+01	
27	 1.0000080e+05	 7.0000000e-01	 7.2000000e+01	
28	 1.0000080e+05	 7.0000000e-01	 7.8000000e+01	
29	 1.0000080e+05	 7.0000000e-01	 8.4000000e+01	
30	 1.0000080e+05	 7.0000000e-01	 9.0000000e+01	
31	 1.0000100e+05	 7.0000000e-01	 6.0000000e+01	
32	 1.0000100e+05	 7.0000000e-01	 6.6000000e+01	
33	 1.0000100e+05	 7.0000000e-01	 7.2000000e+01	
34	 1.0000100e+05	 7.0000000e-01	 7.8000000e+01	
35	 1.0000100e+05	 7.0000000e-01	 8.4000000e+01	
36	 1.0000100e+05	 7.0000000e-01	 9.0000000e+01	
37	 1.0000000e+05	 7.0200000e-01	 6.0000000e+01	
38	 1.0000000e+05	 7.0200000e-01	 6.6000000e+01	
39	 1.0000000e+05	 7.0200000e-01	 7.2000000e+01	
40	 1.0000000e+05	 7.0200000e-01	 7.8000000e+01	
41	 1.0000000e+05	 7.0200000e-01	 8.4000000e+01	
42	 1.0000000e+05	 7.0200000e-01	 9.0000000e+01	
43	 1.0000020e+05	 7.0200000e-01	 6.0000000e+01	
44	 1.0000020e+05	 7.0200000e-01	 6.6000000e+01	
45	 1.0000020e+05	 7.0200000e-01	 7.2000000e+01	
46	 1.0000020e+05	 7.0200000e-01	 7.8000000e+01	
47	 1.0000020e+05	 7.0200000e-01	 8.4000000e+01	
48	 1.0000020e+05	 7.0200000e-01	 9.0000000e+01	
49	 1.0000040e+05	 7.0200000e-01	 6.0000000e+01	
50	 1.0000040e+05	 7.0200000e-01	 6.6000000e+01	
51	 1.0000040e+05	 7.0200000e-01	 7.2000000e+01	
52	 1.0000040e+05	 7.0200000e-01	 7.8000000e+01	
53	 1.0000040e+05	 7.0200000e-01	 8.4000000e+01	
54	 1.0000040e+05	 7.0200000e-01	 9.0000000e+01	
55	 1.0000060e+05	 7.0200000e-01	 6.0000000e+01	
56	 1.0000060e+05	 7.0200000e-01	 6.6000000e+01	
57	 1.0000060e+05	 7.0200000e-01	 7.2000000e+01	
58	 1.0000060e+05	 7.0200000e-01	 7.8000000e+01	
59	 1.0000060e+05	 7.0200000e-01	 8.4000000e+01	
60	 1.0000060e+05	 7.0200000e-01	 9.0000000e+01	
61	 1.0000080e+05	 7.0200000e-01	 6.0000000e+01	
62	 1.0000080e+05	 7.0200000e-01	 6.6000000e+01	
63	 1.0000080e+05	 7.0200000e-01	 7.2000000e+01	
64	 1.0000080e+05	 7.0200000e-01	 7.8000000e+01	
65	 1.0000080e+05	 7.0200000e-01	 8.4000000e+01	
66	 1.0000080e+05	 7.0200000e-01	 9.0000000e+01	
67	 1.0000100e+05	 7.0200000e-01	 6.0000000e+01	
68	 1.0000100e+05	 7.0200000e-01	 6.6000000e+01	
69	 1.0000100e+05	 7.0200000e-01	 7.2000000e+01	
70	 1.0000100e+05	 7.0200000e-01	 7.8000000e+01	
71	 1.0000100e+05	 7.0200000e-01	 8.4000000e+01	
72	 1.0000100e+05	 7.0200000e-01	 9.0000000e+01	
73	 1.0000000e+05	 7.0400000e-01	 6.0000000e+01	
74	 1.0000000e+05	 7.0400000e-01	 6.6000000e+01	
75	 1.0000000e+05	 7.0400000e-01	 7.2000000e+01	
76	 1.0000000e+05	 7.0400000e-01	 7.8000000e+01	
77	 1.0000000e+05	 7.0400000e-01	 8.4000000e+01	
78	 1.0000000e+05	 7.0400000e-01	 9.0000000e+01	
79	 1.0000020e+05	 7.0400000e-01	 6.0000000e+01	
80	 1.0000020e+05	 7.0400000e-01	 6.6000000e+01	
81	 1.0000020e+05	 7.0400000e-01	 7.2000000e+01	
82	 1.0000020e+05	 7.0400000e-01	 7.8000000e+01	
83	 1.0000020e+05	 7.0400000e-01	 8.4000000e+01	
84	 1.0000020e+05	 7.0400000e-01	 9.0000000e+01	
85	 1.0000040e+05	 7.0400000e-01	 6.0000000e+01	
86	 1.0000040e+05	 7.0400000e-01	 6.6000000e+01	
87	 1.0000040e+05	 7.0400000e-01	 7.2000000e+01	
88	 1.0000040e+05	 7.0400000e-01	 7.8000000e+01	
89	 1.0000040e+05	 7.0400000e-01	 8.4000000e+01	
90	 1.0000040e+05	 7.0400000e-01	 9.0000000e+01	
91	 1.0000060e+05	 7.0400000e-01	 6.0000000e+01	
92	 1.0000060e+05	 7.0400000e-01	 6.6000000e+01	
93	 1.0000060e+05	 7.0400000e-01	 7.2000000e+01	
94	 1.0000060e+05	 7.0400000e-01	 7.8000000e+01	
95	 1.0000060e+05	 7.0400000e-01	 8.4000000e+01	
96	 1.0000060e+05	 7.0400000e-01	 9.0000000e+01	
97	 1.0000080e+05	 7.0400000e-01	 6.0000000e+01	
98	 1.0000080e+05	 7.0400000e-01	 6.6000000e+01	
99	 1.0000080e+05	 7.0400000e-01	 7.2000000e+01	
100	 1.0000080e+05	 7.0400000e-01	 7.8000000e+01	
101	 1.0000080e+05	 7.0400000e-01	 8.4000000e+01	
102	 1.0000080e+05	 7.0400000e-01	 9.0000000e+01	
103	 1.0000100e+05	 7.0400000e-01	 6.0000000e+01	
104	 1.0000100e+05	 7.0400000e-01	 6.6000000e+01	
105	 1.0000100e+05	 7.0400000e-01	 7.2000000e+01	
106	 1.0000100e+05	 7.0400000e-01	 7.8000000e+01	
107	 1.0000100e+05	 7.0400000e-01	 8.4000000e+01	
108	 1.0000100e+05	 7.0400000e-01	 9.0000000e+01	
