#the number of samples
200
#lower bound
 1.0000000e+05	 6.5000000e-01	 6.0000000e+01	
#upper bound
 4.0000000e+05	 7.5000000e-01	 9.0000000e+01	
1	 1.0000000e+05	 6.5000000e-01	 9.0000000e+01	
2	 1.0000000e+05	 7.5000000e-01	 6.0000000e+01	
3	 1.0000000e+05	 7.5000000e-01	 9.0000000e+01	
4	 4.0000000e+05	 6.5000000e-01	 6.0000000e+01	
5	 4.0000000e+05	 6.5000000e-01	 9.0000000e+01	
6	 4.0000000e+05	 7.5000000e-01	 6.0000000e+01	
7	 4.0000000e+05	 7.5000000e-01	 9.0000000e+01	
8	 1.0000000e+05	 6.5000000e-01	 6.0000000e+01	
9	 2.5000000e+05	 7.0000000e-01	 7.5000000e+01	
10	 1.7500000e+05	 7.2500000e-01	 6.7500000e+01	
11	 3.2500000e+05	 6.7500000e-01	 8.2500000e+01	
12	 1.3750000e+05	 7.1250000e-01	 8.6250000e+01	
13	 2.8750000e+05	 6.6250000e-01	 7.1250000e+01	
14	 2.1250000e+05	 6.8750000e-01	 7.8750000e+01	
15	 3.6250000e+05	 7.3750000e-01	 6.3750000e+01	
16	 1.1875000e+05	 7.4375000e-01	 8.0625000e+01	
17	 2.6875000e+05	 6.9375000e-01	 6.5625000e+01	
18	 1.9375000e+05	 6.6875000e-01	 8.8125000e+01	
19	 3.4375000e+05	 7.1875000e-01	 7.3125000e+01	
20	 1.5625000e+05	 6.8125000e-01	 6.9375000e+01	
21	 3.0625000e+05	 7.3125000e-01	 8.4375000e+01	
22	 2.3125000e+05	 7.0625000e-01	 6.1875000e+01	
23	 3.8125000e+05	 6.5625000e-01	 7.6875000e+01	
24	 1.0937500e+05	 7.0312500e-01	 7.2187500e+01	
25	 2.5937500e+05	 6.5312500e-01	 8.7187500e+01	
26	 1.8437500e+05	 6.7812500e-01	 6.4687500e+01	
27	 3.3437500e+05	 7.2812500e-01	 7.9687500e+01	
28	 1.4687500e+05	 6.6562500e-01	 7.5937500e+01	
29	 2.9687500e+05	 7.1562500e-01	 6.0937500e+01	
30	 2.2187500e+05	 7.4062500e-01	 8.3437500e+01	
31	 3.7187500e+05	 6.9062500e-01	 6.8437500e+01	
32	 1.2812500e+05	 6.9687500e-01	 8.5312500e+01	
33	 2.7812500e+05	 7.4687500e-01	 7.0312500e+01	
34	 2.0312500e+05	 7.2187500e-01	 7.7812500e+01	
35	 3.5312500e+05	 6.7187500e-01	 6.2812500e+01	
36	 1.6562500e+05	 7.3437500e-01	 6.6562500e+01	
37	 3.1562500e+05	 6.8437500e-01	 8.1562500e+01	
38	 2.4062500e+05	 6.5937500e-01	 7.4062500e+01	
39	 3.9062500e+05	 7.0937500e-01	 8.9062500e+01	
40	 1.0468750e+05	 7.2968750e-01	 8.8593750e+01	
41	 2.5468750e+05	 6.7968750e-01	 7.3593750e+01	
42	 1.7968750e+05	 6.5468750e-01	 8.1093750e+01	
43	 3.2968750e+05	 7.0468750e-01	 6.6093750e+01	
44	 1.4218750e+05	 6.9218750e-01	 6.2343750e+01	
45	 2.9218750e+05	 7.4218750e-01	 7.7343750e+01	
46	 2.1718750e+05	 7.1718750e-01	 6.9843750e+01	
47	 3.6718750e+05	 6.6718750e-01	 8.4843750e+01	
48	 1.2343750e+05	 6.7343750e-01	 6.7968750e+01	
49	 2.7343750e+05	 7.2343750e-01	 8.2968750e+01	
50	 1.9843750e+05	 7.4843750e-01	 6.0468750e+01	
51	 3.4843750e+05	 6.9843750e-01	 7.5468750e+01	
52	 1.6093750e+05	 7.1093750e-01	 7.9218750e+01	
53	 3.1093750e+05	 6.6093750e-01	 6.4218750e+01	
54	 2.3593750e+05	 6.8593750e-01	 8.6718750e+01	
55	 3.8593750e+05	 7.3593750e-01	 7.1718750e+01	
56	 1.1406250e+05	 6.7656250e-01	 7.8281250e+01	
57	 2.6406250e+05	 7.2656250e-01	 6.3281250e+01	
58	 1.8906250e+05	 7.0156250e-01	 8.5781250e+01	
59	 3.3906250e+05	 6.5156250e-01	 7.0781250e+01	
60	 1.5156250e+05	 7.3906250e-01	 7.4531250e+01	
61	 3.0156250e+05	 6.8906250e-01	 8.9531250e+01	
62	 2.2656250e+05	 6.6406250e-01	 6.7031250e+01	
63	 3.7656250e+05	 7.1406250e-01	 8.2031250e+01	
64	 1.3281250e+05	 7.2031250e-01	 6.5156250e+01	
65	 2.8281250e+05	 6.7031250e-01	 8.0156250e+01	
66	 2.0781250e+05	 6.9531250e-01	 7.2656250e+01	
67	 3.5781250e+05	 7.4531250e-01	 8.7656250e+01	
68	 1.7031250e+05	 6.5781250e-01	 8.3906250e+01	
69	 3.2031250e+05	 7.0781250e-01	 6.8906250e+01	
70	 2.4531250e+05	 7.3281250e-01	 7.6406250e+01	
71	 3.9531250e+05	 6.8281250e-01	 6.1406250e+01	
72	 1.0234375e+05	 7.1640625e-01	 7.5703125e+01	
73	 2.5234375e+05	 6.6640625e-01	 6.0703125e+01	
74	 1.7734375e+05	 6.9140625e-01	 8.3203125e+01	
75	 3.2734375e+05	 7.4140625e-01	 6.8203125e+01	
76	 1.3984375e+05	 6.5390625e-01	 7.1953125e+01	
77	 2.8984375e+05	 7.0390625e-01	 8.6953125e+01	
78	 2.1484375e+05	 7.2890625e-01	 6.4453125e+01	
79	 3.6484375e+05	 6.7890625e-01	 7.9453125e+01	
80	 1.2109375e+05	 6.8515625e-01	 6.6328125e+01	
81	 2.7109375e+05	 7.3515625e-01	 8.1328125e+01	
82	 1.9609375e+05	 7.1015625e-01	 7.3828125e+01	
83	 3.4609375e+05	 6.6015625e-01	 8.8828125e+01	
84	 1.5859375e+05	 7.4765625e-01	 8.5078125e+01	
85	 3.0859375e+05	 6.9765625e-01	 7.0078125e+01	
86	 2.3359375e+05	 6.7265625e-01	 7.7578125e+01	
87	 3.8359375e+05	 7.2265625e-01	 6.2578125e+01	
88	 1.1171875e+05	 6.6328125e-01	 8.7890625e+01	
89	 2.6171875e+05	 7.1328125e-01	 7.2890625e+01	
90	 1.8671875e+05	 7.3828125e-01	 8.0390625e+01	
91	 3.3671875e+05	 6.8828125e-01	 6.5390625e+01	
92	 1.4921875e+05	 7.0078125e-01	 6.1640625e+01	
93	 2.9921875e+05	 6.5078125e-01	 7.6640625e+01	
94	 2.2421875e+05	 6.7578125e-01	 6.9140625e+01	
95	 3.7421875e+05	 7.2578125e-01	 8.4140625e+01	
96	 1.3046875e+05	 7.3203125e-01	 7.1015625e+01	
97	 2.8046875e+05	 6.8203125e-01	 8.6015625e+01	
98	 2.0546875e+05	 6.5703125e-01	 6.3515625e+01	
99	 3.5546875e+05	 7.0703125e-01	 7.8515625e+01	
100	 1.6796875e+05	 6.9453125e-01	 8.2265625e+01	
101	 3.1796875e+05	 7.4453125e-01	 6.7265625e+01	
102	 2.4296875e+05	 7.1953125e-01	 8.9765625e+01	
103	 3.9296875e+05	 6.6953125e-01	 7.4765625e+01	
104	 1.0703125e+05	 6.8984375e-01	 7.3359375e+01	
105	 2.5703125e+05	 7.3984375e-01	 8.8359375e+01	
106	 1.8203125e+05	 7.1484375e-01	 6.5859375e+01	
107	 3.3203125e+05	 6.6484375e-01	 8.0859375e+01	
108	 1.4453125e+05	 7.2734375e-01	 7.7109375e+01	
109	 2.9453125e+05	 6.7734375e-01	 6.2109375e+01	
110	 2.1953125e+05	 6.5234375e-01	 8.4609375e+01	
111	 3.6953125e+05	 7.0234375e-01	 6.9609375e+01	
112	 1.2578125e+05	 7.0859375e-01	 8.2734375e+01	
113	 2.7578125e+05	 6.5859375e-01	 6.7734375e+01	
114	 2.0078125e+05	 6.8359375e-01	 7.5234375e+01	
115	 3.5078125e+05	 7.3359375e-01	 6.0234375e+01	
116	 1.6328125e+05	 6.7109375e-01	 6.3984375e+01	
117	 3.1328125e+05	 7.2109375e-01	 7.8984375e+01	
118	 2.3828125e+05	 7.4609375e-01	 7.1484375e+01	
119	 3.8828125e+05	 6.9609375e-01	 8.6484375e+01	
120	 1.1640625e+05	 7.4296875e-01	 6.3046875e+01	
121	 2.6640625e+05	 6.9296875e-01	 7.8046875e+01	
122	 1.9140625e+05	 6.6796875e-01	 7.0546875e+01	
123	 3.4140625e+05	 7.1796875e-01	 8.5546875e+01	
124	 1.5390625e+05	 6.8046875e-01	 8.9296875e+01	
125	 3.0390625e+05	 7.3046875e-01	 7.4296875e+01	
126	 2.2890625e+05	 7.0546875e-01	 8.1796875e+01	
127	 3.7890625e+05	 6.5546875e-01	 6.6796875e+01	
128	 1.3515625e+05	 6.6171875e-01	 7.9921875e+01	
129	 2.8515625e+05	 7.1171875e-01	 6.4921875e+01	
130	 2.1015625e+05	 7.3671875e-01	 8.7421875e+01	
131	 3.6015625e+05	 6.8671875e-01	 7.2421875e+01	
132	 1.7265625e+05	 7.2421875e-01	 6.8671875e+01	
133	 3.2265625e+05	 6.7421875e-01	 8.3671875e+01	
134	 2.4765625e+05	 6.9921875e-01	 6.1171875e+01	
135	 3.9765625e+05	 7.4921875e-01	 7.6171875e+01	
136	 1.0117188e+05	 7.4960938e-01	 6.9257812e+01	
137	 2.5117188e+05	 6.9960937e-01	 8.4257812e+01	
138	 1.7617188e+05	 6.7460938e-01	 6.1757812e+01	
139	 3.2617188e+05	 7.2460938e-01	 7.6757812e+01	
140	 1.3867188e+05	 6.8710938e-01	 8.0507812e+01	
141	 2.8867188e+05	 7.3710937e-01	 6.5507812e+01	
142	 2.1367188e+05	 7.1210938e-01	 8.8007812e+01	
143	 3.6367188e+05	 6.6210938e-01	 7.3007812e+01	
144	 1.1992188e+05	 6.5585938e-01	 8.9882812e+01	
145	 2.6992188e+05	 7.0585937e-01	 7.4882812e+01	
146	 1.9492188e+05	 7.3085937e-01	 8.2382812e+01	
147	 3.4492188e+05	 6.8085938e-01	 6.7382812e+01	
148	 1.5742188e+05	 7.1835938e-01	 6.3632812e+01	
149	 3.0742188e+05	 6.6835937e-01	 7.8632812e+01	
150	 2.3242188e+05	 6.9335938e-01	 7.1132812e+01	
151	 3.8242188e+05	 7.4335938e-01	 8.6132812e+01	
152	 1.1054688e+05	 6.9648438e-01	 6.4570312e+01	
153	 2.6054688e+05	 7.4648437e-01	 7.9570312e+01	
154	 1.8554688e+05	 7.2148437e-01	 7.2070312e+01	
155	 3.3554688e+05	 6.7148438e-01	 8.7070312e+01	
156	 1.4804688e+05	 7.3398438e-01	 8.3320312e+01	
157	 2.9804688e+05	 6.8398437e-01	 6.8320312e+01	
158	 2.2304688e+05	 6.5898438e-01	 7.5820312e+01	
159	 3.7304688e+05	 7.0898438e-01	 6.0820312e+01	
160	 1.2929688e+05	 7.0273438e-01	 7.7695312e+01	
161	 2.7929688e+05	 6.5273437e-01	 6.2695312e+01	
162	 2.0429688e+05	 6.7773438e-01	 8.5195312e+01	
163	 3.5429688e+05	 7.2773438e-01	 7.0195312e+01	
164	 1.6679688e+05	 6.6523438e-01	 7.3945312e+01	
165	 3.1679688e+05	 7.1523437e-01	 8.8945312e+01	
166	 2.4179688e+05	 7.4023438e-01	 6.6445312e+01	
167	 3.9179688e+05	 6.9023437e-01	 8.1445312e+01	
168	 1.0585938e+05	 6.6992188e-01	 8.1914062e+01	
169	 2.5585938e+05	 7.1992188e-01	 6.6914062e+01	
170	 1.8085938e+05	 7.4492187e-01	 8.9414062e+01	
171	 3.3085938e+05	 6.9492188e-01	 7.4414062e+01	
172	 1.4335938e+05	 7.0742187e-01	 7.0664062e+01	
173	 2.9335938e+05	 6.5742188e-01	 8.5664062e+01	
174	 2.1835938e+05	 6.8242188e-01	 6.3164062e+01	
175	 3.6835938e+05	 7.3242188e-01	 7.8164062e+01	
176	 1.2460938e+05	 7.2617188e-01	 6.1289062e+01	
177	 2.7460938e+05	 6.7617187e-01	 7.6289062e+01	
178	 1.9960938e+05	 6.5117188e-01	 6.8789062e+01	
179	 3.4960938e+05	 7.0117188e-01	 8.3789062e+01	
180	 1.6210938e+05	 6.8867188e-01	 8.7539062e+01	
181	 3.1210938e+05	 7.3867187e-01	 7.2539062e+01	
182	 2.3710938e+05	 7.1367187e-01	 8.0039062e+01	
183	 3.8710938e+05	 6.6367188e-01	 6.5039062e+01	
184	 1.1523438e+05	 7.2304687e-01	 8.4726562e+01	
185	 2.6523438e+05	 6.7304688e-01	 6.9726562e+01	
186	 1.9023438e+05	 6.9804687e-01	 7.7226562e+01	
187	 3.4023438e+05	 7.4804688e-01	 6.2226562e+01	
188	 1.5273438e+05	 6.6054687e-01	 6.5976562e+01	
189	 3.0273438e+05	 7.1054688e-01	 8.0976562e+01	
190	 2.2773438e+05	 7.3554688e-01	 7.3476562e+01	
191	 3.7773438e+05	 6.8554688e-01	 8.8476562e+01	
192	 1.3398438e+05	 6.7929688e-01	 7.1601562e+01	
193	 2.8398438e+05	 7.2929687e-01	 8.6601562e+01	
194	 2.0898438e+05	 7.0429688e-01	 6.4101562e+01	
195	 3.5898438e+05	 6.5429688e-01	 7.9101562e+01	
196	 1.7148438e+05	 7.4179688e-01	 7.5351562e+01	
197	 3.2148438e+05	 6.9179687e-01	 6.0351562e+01	
198	 2.4648438e+05	 6.6679688e-01	 8.2851562e+01	
199	 3.9648438e+05	 7.1679688e-01	 6.7851562e+01	
200	 1.0351562e+05	 6.8320313e-01	 8.3554688e+01	
