#the number of samples
121
#lower bound
 1.0000000e+02	 6.0000000e+01	
#upper bound
 2.0000000e+02	 1.2000000e+02	
1	 1.0000000e+02	 6.0000000e+01	
2	 1.1000000e+02	 6.0000000e+01	
3	 1.2000000e+02	 6.0000000e+01	
4	 1.3000000e+02	 6.0000000e+01	
5	 1.4000000e+02	 6.0000000e+01	
6	 1.5000000e+02	 6.0000000e+01	
7	 1.6000000e+02	 6.0000000e+01	
8	 1.7000000e+02	 6.0000000e+01	
9	 1.8000000e+02	 6.0000000e+01	
10	 1.9000000e+02	 6.0000000e+01	
11	 2.0000000e+02	 6.0000000e+01	
12	 1.0000000e+02	 6.6000000e+01	
13	 1.1000000e+02	 6.6000000e+01	
14	 1.2000000e+02	 6.6000000e+01	
15	 1.3000000e+02	 6.6000000e+01	
16	 1.4000000e+02	 6.6000000e+01	
17	 1.5000000e+02	 6.6000000e+01	
18	 1.6000000e+02	 6.6000000e+01	
19	 1.7000000e+02	 6.6000000e+01	
20	 1.8000000e+02	 6.6000000e+01	
21	 1.9000000e+02	 6.6000000e+01	
22	 2.0000000e+02	 6.6000000e+01	
23	 1.0000000e+02	 7.2000000e+01	
24	 1.1000000e+02	 7.2000000e+01	
25	 1.2000000e+02	 7.2000000e+01	
26	 1.3000000e+02	 7.2000000e+01	
27	 1.4000000e+02	 7.2000000e+01	
28	 1.5000000e+02	 7.2000000e+01	
29	 1.6000000e+02	 7.2000000e+01	
30	 1.7000000e+02	 7.2000000e+01	
31	 1.8000000e+02	 7.2000000e+01	
32	 1.9000000e+02	 7.2000000e+01	
33	 2.0000000e+02	 7.2000000e+01	
34	 1.0000000e+02	 7.8000000e+01	
35	 1.1000000e+02	 7.8000000e+01	
36	 1.2000000e+02	 7.8000000e+01	
37	 1.3000000e+02	 7.8000000e+01	
38	 1.4000000e+02	 7.8000000e+01	
39	 1.5000000e+02	 7.8000000e+01	
40	 1.6000000e+02	 7.8000000e+01	
41	 1.7000000e+02	 7.8000000e+01	
42	 1.8000000e+02	 7.8000000e+01	
43	 1.9000000e+02	 7.8000000e+01	
44	 2.0000000e+02	 7.8000000e+01	
45	 1.0000000e+02	 8.4000000e+01	
46	 1.1000000e+02	 8.4000000e+01	
47	 1.2000000e+02	 8.4000000e+01	
48	 1.3000000e+02	 8.4000000e+01	
49	 1.4000000e+02	 8.4000000e+01	
50	 1.5000000e+02	 8.4000000e+01	
51	 1.6000000e+02	 8.4000000e+01	
52	 1.7000000e+02	 8.4000000e+01	
53	 1.8000000e+02	 8.4000000e+01	
54	 1.9000000e+02	 8.4000000e+01	
55	 2.0000000e+02	 8.4000000e+01	
56	 1.0000000e+02	 9.0000000e+01	
57	 1.1000000e+02	 9.0000000e+01	
58	 1.2000000e+02	 9.0000000e+01	
59	 1.3000000e+02	 9.0000000e+01	
60	 1.4000000e+02	 9.0000000e+01	
61	 1.5000000e+02	 9.0000000e+01	
62	 1.6000000e+02	 9.0000000e+01	
63	 1.7000000e+02	 9.0000000e+01	
64	 1.8000000e+02	 9.0000000e+01	
65	 1.9000000e+02	 9.0000000e+01	
66	 2.0000000e+02	 9.0000000e+01	
67	 1.0000000e+02	 9.6000000e+01	
68	 1.1000000e+02	 9.6000000e+01	
69	 1.2000000e+02	 9.6000000e+01	
70	 1.3000000e+02	 9.6000000e+01	
71	 1.4000000e+02	 9.6000000e+01	
72	 1.5000000e+02	 9.6000000e+01	
73	 1.6000000e+02	 9.6000000e+01	
74	 1.7000000e+02	 9.6000000e+01	
75	 1.8000000e+02	 9.6000000e+01	
76	 1.9000000e+02	 9.6000000e+01	
77	 2.0000000e+02	 9.6000000e+01	
78	 1.0000000e+02	 1.0200000e+02	
79	 1.1000000e+02	 1.0200000e+02	
80	 1.2000000e+02	 1.0200000e+02	
81	 1.3000000e+02	 1.0200000e+02	
82	 1.4000000e+02	 1.0200000e+02	
83	 1.5000000e+02	 1.0200000e+02	
84	 1.6000000e+02	 1.0200000e+02	
85	 1.7000000e+02	 1.0200000e+02	
86	 1.8000000e+02	 1.0200000e+02	
87	 1.9000000e+02	 1.0200000e+02	
88	 2.0000000e+02	 1.0200000e+02	
89	 1.0000000e+02	 1.0800000e+02	
90	 1.1000000e+02	 1.0800000e+02	
91	 1.2000000e+02	 1.0800000e+02	
92	 1.3000000e+02	 1.0800000e+02	
93	 1.4000000e+02	 1.0800000e+02	
94	 1.5000000e+02	 1.0800000e+02	
95	 1.6000000e+02	 1.0800000e+02	
96	 1.7000000e+02	 1.0800000e+02	
97	 1.8000000e+02	 1.0800000e+02	
98	 1.9000000e+02	 1.0800000e+02	
99	 2.0000000e+02	 1.0800000e+02	
100	 1.0000000e+02	 1.1400000e+02	
101	 1.1000000e+02	 1.1400000e+02	
102	 1.2000000e+02	 1.1400000e+02	
103	 1.3000000e+02	 1.1400000e+02	
104	 1.4000000e+02	 1.1400000e+02	
105	 1.5000000e+02	 1.1400000e+02	
106	 1.6000000e+02	 1.1400000e+02	
107	 1.7000000e+02	 1.1400000e+02	
108	 1.8000000e+02	 1.1400000e+02	
109	 1.9000000e+02	 1.1400000e+02	
110	 2.0000000e+02	 1.1400000e+02	
111	 1.0000000e+02	 1.2000000e+02	
112	 1.1000000e+02	 1.2000000e+02	
113	 1.2000000e+02	 1.2000000e+02	
114	 1.3000000e+02	 1.2000000e+02	
115	 1.4000000e+02	 1.2000000e+02	
116	 1.5000000e+02	 1.2000000e+02	
117	 1.6000000e+02	 1.2000000e+02	
118	 1.7000000e+02	 1.2000000e+02	
119	 1.8000000e+02	 1.2000000e+02	
120	 1.9000000e+02	 1.2000000e+02	
121	 2.0000000e+02	 1.2000000e+02	
