#the number of samples
200
#lower bound
 1.0000000e+04	 6.0000000e-01	 6.0000000e+01	
#upper bound
 1.0000000e+05	 8.0000000e-01	 9.0000000e+01	
1	 1.0000000e+04	 6.0000000e-01	 9.0000000e+01	
2	 1.0000000e+04	 8.0000000e-01	 6.0000000e+01	
3	 1.0000000e+04	 8.0000000e-01	 9.0000000e+01	
4	 1.0000000e+05	 6.0000000e-01	 6.0000000e+01	
5	 1.0000000e+05	 6.0000000e-01	 9.0000000e+01	
6	 1.0000000e+05	 8.0000000e-01	 6.0000000e+01	
7	 1.0000000e+05	 8.0000000e-01	 9.0000000e+01	
8	 1.0000000e+04	 6.0000000e-01	 6.0000000e+01	
9	 5.5000000e+04	 7.0000000e-01	 7.5000000e+01	
10	 3.2500000e+04	 7.5000000e-01	 6.7500000e+01	
11	 7.7500000e+04	 6.5000000e-01	 8.2500000e+01	
12	 2.1250000e+04	 7.2500000e-01	 8.6250000e+01	
13	 6.6250000e+04	 6.2500000e-01	 7.1250000e+01	
14	 4.3750000e+04	 6.7500000e-01	 7.8750000e+01	
15	 8.8750000e+04	 7.7500000e-01	 6.3750000e+01	
16	 1.5625000e+04	 7.8750000e-01	 8.0625000e+01	
17	 6.0625000e+04	 6.8750000e-01	 6.5625000e+01	
18	 3.8125000e+04	 6.3750000e-01	 8.8125000e+01	
19	 8.3125000e+04	 7.3750000e-01	 7.3125000e+01	
20	 2.6875000e+04	 6.6250000e-01	 6.9375000e+01	
21	 7.1875000e+04	 7.6250000e-01	 8.4375000e+01	
22	 4.9375000e+04	 7.1250000e-01	 6.1875000e+01	
23	 9.4375000e+04	 6.1250000e-01	 7.6875000e+01	
24	 1.2812500e+04	 7.0625000e-01	 7.2187500e+01	
25	 5.7812500e+04	 6.0625000e-01	 8.7187500e+01	
26	 3.5312500e+04	 6.5625000e-01	 6.4687500e+01	
27	 8.0312500e+04	 7.5625000e-01	 7.9687500e+01	
28	 2.4062500e+04	 6.3125000e-01	 7.5937500e+01	
29	 6.9062500e+04	 7.3125000e-01	 6.0937500e+01	
30	 4.6562500e+04	 7.8125000e-01	 8.3437500e+01	
31	 9.1562500e+04	 6.8125000e-01	 6.8437500e+01	
32	 1.8437500e+04	 6.9375000e-01	 8.5312500e+01	
33	 6.3437500e+04	 7.9375000e-01	 7.0312500e+01	
34	 4.0937500e+04	 7.4375000e-01	 7.7812500e+01	
35	 8.5937500e+04	 6.4375000e-01	 6.2812500e+01	
36	 2.9687500e+04	 7.6875000e-01	 6.6562500e+01	
37	 7.4687500e+04	 6.6875000e-01	 8.1562500e+01	
38	 5.2187500e+04	 6.1875000e-01	 7.4062500e+01	
39	 9.7187500e+04	 7.1875000e-01	 8.9062500e+01	
40	 1.1406250e+04	 7.5937500e-01	 8.8593750e+01	
