#the number of samples
200
#lower bound
 1.0000000e+05	 7.0000000e-01	 6.0000000e+01	
#upper bound
 2.0000000e+05	 7.1000000e-01	 6.1000000e+01	
1	 1.0000000e+05	 7.0000000e-01	 6.1000000e+01	
2	 1.0000000e+05	 7.1000000e-01	 6.0000000e+01	
3	 1.0000000e+05	 7.1000000e-01	 6.1000000e+01	
4	 2.0000000e+05	 7.0000000e-01	 6.0000000e+01	
5	 2.0000000e+05	 7.0000000e-01	 6.1000000e+01	
6	 2.0000000e+05	 7.1000000e-01	 6.0000000e+01	
7	 2.0000000e+05	 7.1000000e-01	 6.1000000e+01	
8	 1.0000000e+05	 7.0000000e-01	 6.0000000e+01	
9	 1.5000000e+05	 7.0500000e-01	 6.0500000e+01	
10	 1.2500000e+05	 7.0750000e-01	 6.0250000e+01	
11	 1.7500000e+05	 7.0250000e-01	 6.0750000e+01	
12	 1.1250000e+05	 7.0625000e-01	 6.0875000e+01	
13	 1.6250000e+05	 7.0125000e-01	 6.0375000e+01	
14	 1.3750000e+05	 7.0375000e-01	 6.0625000e+01	
15	 1.8750000e+05	 7.0875000e-01	 6.0125000e+01	
16	 1.0625000e+05	 7.0937500e-01	 6.0687500e+01	
17	 1.5625000e+05	 7.0437500e-01	 6.0187500e+01	
18	 1.3125000e+05	 7.0187500e-01	 6.0937500e+01	
19	 1.8125000e+05	 7.0687500e-01	 6.0437500e+01	
20	 1.1875000e+05	 7.0312500e-01	 6.0312500e+01	
21	 1.6875000e+05	 7.0812500e-01	 6.0812500e+01	
22	 1.4375000e+05	 7.0562500e-01	 6.0062500e+01	
23	 1.9375000e+05	 7.0062500e-01	 6.0562500e+01	
24	 1.0312500e+05	 7.0531250e-01	 6.0406250e+01	
25	 1.5312500e+05	 7.0031250e-01	 6.0906250e+01	
26	 1.2812500e+05	 7.0281250e-01	 6.0156250e+01	
27	 1.7812500e+05	 7.0781250e-01	 6.0656250e+01	
28	 1.1562500e+05	 7.0156250e-01	 6.0531250e+01	
29	 1.6562500e+05	 7.0656250e-01	 6.0031250e+01	
30	 1.4062500e+05	 7.0906250e-01	 6.0781250e+01	
31	 1.9062500e+05	 7.0406250e-01	 6.0281250e+01	
32	 1.0937500e+05	 7.0468750e-01	 6.0843750e+01	
33	 1.5937500e+05	 7.0968750e-01	 6.0343750e+01	
34	 1.3437500e+05	 7.0718750e-01	 6.0593750e+01	
35	 1.8437500e+05	 7.0218750e-01	 6.0093750e+01	
36	 1.2187500e+05	 7.0843750e-01	 6.0218750e+01	
37	 1.7187500e+05	 7.0343750e-01	 6.0718750e+01	
38	 1.4687500e+05	 7.0093750e-01	 6.0468750e+01	
39	 1.9687500e+05	 7.0593750e-01	 6.0968750e+01	
40	 1.0156250e+05	 7.0796875e-01	 6.0953125e+01	
41	 1.5156250e+05	 7.0296875e-01	 6.0453125e+01	
42	 1.2656250e+05	 7.0046875e-01	 6.0703125e+01	
43	 1.7656250e+05	 7.0546875e-01	 6.0203125e+01	
44	 1.1406250e+05	 7.0421875e-01	 6.0078125e+01	
45	 1.6406250e+05	 7.0921875e-01	 6.0578125e+01	
46	 1.3906250e+05	 7.0671875e-01	 6.0328125e+01	
47	 1.8906250e+05	 7.0171875e-01	 6.0828125e+01	
48	 1.0781250e+05	 7.0234375e-01	 6.0265625e+01	
49	 1.5781250e+05	 7.0734375e-01	 6.0765625e+01	
50	 1.3281250e+05	 7.0984375e-01	 6.0015625e+01	
51	 1.8281250e+05	 7.0484375e-01	 6.0515625e+01	
52	 1.2031250e+05	 7.0609375e-01	 6.0640625e+01	
53	 1.7031250e+05	 7.0109375e-01	 6.0140625e+01	
54	 1.4531250e+05	 7.0359375e-01	 6.0890625e+01	
55	 1.9531250e+05	 7.0859375e-01	 6.0390625e+01	
56	 1.0468750e+05	 7.0265625e-01	 6.0609375e+01	
57	 1.5468750e+05	 7.0765625e-01	 6.0109375e+01	
58	 1.2968750e+05	 7.0515625e-01	 6.0859375e+01	
59	 1.7968750e+05	 7.0015625e-01	 6.0359375e+01	
60	 1.1718750e+05	 7.0890625e-01	 6.0484375e+01	
61	 1.6718750e+05	 7.0390625e-01	 6.0984375e+01	
62	 1.4218750e+05	 7.0140625e-01	 6.0234375e+01	
63	 1.9218750e+05	 7.0640625e-01	 6.0734375e+01	
64	 1.1093750e+05	 7.0703125e-01	 6.0171875e+01	
65	 1.6093750e+05	 7.0203125e-01	 6.0671875e+01	
66	 1.3593750e+05	 7.0453125e-01	 6.0421875e+01	
67	 1.8593750e+05	 7.0953125e-01	 6.0921875e+01	
68	 1.2343750e+05	 7.0078125e-01	 6.0796875e+01	
69	 1.7343750e+05	 7.0578125e-01	 6.0296875e+01	
70	 1.4843750e+05	 7.0828125e-01	 6.0546875e+01	
71	 1.9843750e+05	 7.0328125e-01	 6.0046875e+01	
72	 1.0078125e+05	 7.0664062e-01	 6.0523438e+01	
73	 1.5078125e+05	 7.0164062e-01	 6.0023438e+01	
74	 1.2578125e+05	 7.0414062e-01	 6.0773438e+01	
75	 1.7578125e+05	 7.0914062e-01	 6.0273438e+01	
76	 1.1328125e+05	 7.0039062e-01	 6.0398438e+01	
77	 1.6328125e+05	 7.0539062e-01	 6.0898438e+01	
78	 1.3828125e+05	 7.0789062e-01	 6.0148438e+01	
79	 1.8828125e+05	 7.0289062e-01	 6.0648438e+01	
80	 1.0703125e+05	 7.0351562e-01	 6.0210938e+01	
81	 1.5703125e+05	 7.0851562e-01	 6.0710938e+01	
82	 1.3203125e+05	 7.0601562e-01	 6.0460938e+01	
83	 1.8203125e+05	 7.0101562e-01	 6.0960938e+01	
84	 1.1953125e+05	 7.0976562e-01	 6.0835938e+01	
85	 1.6953125e+05	 7.0476562e-01	 6.0335938e+01	
86	 1.4453125e+05	 7.0226563e-01	 6.0585938e+01	
87	 1.9453125e+05	 7.0726563e-01	 6.0085938e+01	
88	 1.0390625e+05	 7.0132812e-01	 6.0929688e+01	
89	 1.5390625e+05	 7.0632812e-01	 6.0429688e+01	
90	 1.2890625e+05	 7.0882812e-01	 6.0679688e+01	
91	 1.7890625e+05	 7.0382812e-01	 6.0179688e+01	
92	 1.1640625e+05	 7.0507812e-01	 6.0054688e+01	
93	 1.6640625e+05	 7.0007812e-01	 6.0554688e+01	
94	 1.4140625e+05	 7.0257812e-01	 6.0304688e+01	
