#the number of samples
200
#lower bound
 1.0000000e+05	 7.0000000e-01	 6.0000000e+01	
#upper bound
 5.0000000e+05	 7.1000000e-01	 6.1000000e+01	
1	 1.0000000e+05	 7.0000000e-01	 6.1000000e+01	
2	 1.0000000e+05	 7.1000000e-01	 6.0000000e+01	
3	 1.0000000e+05	 7.1000000e-01	 6.1000000e+01	
4	 5.0000000e+05	 7.0000000e-01	 6.0000000e+01	
5	 5.0000000e+05	 7.0000000e-01	 6.1000000e+01	
6	 5.0000000e+05	 7.1000000e-01	 6.0000000e+01	
7	 5.0000000e+05	 7.1000000e-01	 6.1000000e+01	
8	 1.0000000e+05	 7.0000000e-01	 6.0000000e+01	
9	 3.0000000e+05	 7.0500000e-01	 6.0500000e+01	
10	 2.0000000e+05	 7.0750000e-01	 6.0250000e+01	
11	 4.0000000e+05	 7.0250000e-01	 6.0750000e+01	
12	 1.5000000e+05	 7.0625000e-01	 6.0875000e+01	
13	 3.5000000e+05	 7.0125000e-01	 6.0375000e+01	
14	 2.5000000e+05	 7.0375000e-01	 6.0625000e+01	
15	 4.5000000e+05	 7.0875000e-01	 6.0125000e+01	
16	 1.2500000e+05	 7.0937500e-01	 6.0687500e+01	
17	 3.2500000e+05	 7.0437500e-01	 6.0187500e+01	
18	 2.2500000e+05	 7.0187500e-01	 6.0937500e+01	
19	 4.2500000e+05	 7.0687500e-01	 6.0437500e+01	
20	 1.7500000e+05	 7.0312500e-01	 6.0312500e+01	
21	 3.7500000e+05	 7.0812500e-01	 6.0812500e+01	
22	 2.7500000e+05	 7.0562500e-01	 6.0062500e+01	
23	 4.7500000e+05	 7.0062500e-01	 6.0562500e+01	
24	 1.1250000e+05	 7.0531250e-01	 6.0406250e+01	
25	 3.1250000e+05	 7.0031250e-01	 6.0906250e+01	
26	 2.1250000e+05	 7.0281250e-01	 6.0156250e+01	
27	 4.1250000e+05	 7.0781250e-01	 6.0656250e+01	
28	 1.6250000e+05	 7.0156250e-01	 6.0531250e+01	
29	 3.6250000e+05	 7.0656250e-01	 6.0031250e+01	
30	 2.6250000e+05	 7.0906250e-01	 6.0781250e+01	
31	 4.6250000e+05	 7.0406250e-01	 6.0281250e+01	
32	 1.3750000e+05	 7.0468750e-01	 6.0843750e+01	
33	 3.3750000e+05	 7.0968750e-01	 6.0343750e+01	
34	 2.3750000e+05	 7.0718750e-01	 6.0593750e+01	
35	 4.3750000e+05	 7.0218750e-01	 6.0093750e+01	
36	 1.8750000e+05	 7.0843750e-01	 6.0218750e+01	
37	 3.8750000e+05	 7.0343750e-01	 6.0718750e+01	
38	 2.8750000e+05	 7.0093750e-01	 6.0468750e+01	
39	 4.8750000e+05	 7.0593750e-01	 6.0968750e+01	
40	 1.0625000e+05	 7.0796875e-01	 6.0953125e+01	
41	 3.0625000e+05	 7.0296875e-01	 6.0453125e+01	
42	 2.0625000e+05	 7.0046875e-01	 6.0703125e+01	
43	 4.0625000e+05	 7.0546875e-01	 6.0203125e+01	
44	 1.5625000e+05	 7.0421875e-01	 6.0078125e+01	
45	 3.5625000e+05	 7.0921875e-01	 6.0578125e+01	
46	 2.5625000e+05	 7.0671875e-01	 6.0328125e+01	
47	 4.5625000e+05	 7.0171875e-01	 6.0828125e+01	
48	 1.3125000e+05	 7.0234375e-01	 6.0265625e+01	
49	 3.3125000e+05	 7.0734375e-01	 6.0765625e+01	
50	 2.3125000e+05	 7.0984375e-01	 6.0015625e+01	
51	 4.3125000e+05	 7.0484375e-01	 6.0515625e+01	
52	 1.8125000e+05	 7.0609375e-01	 6.0640625e+01	
53	 3.8125000e+05	 7.0109375e-01	 6.0140625e+01	
54	 2.8125000e+05	 7.0359375e-01	 6.0890625e+01	
55	 4.8125000e+05	 7.0859375e-01	 6.0390625e+01	
56	 1.1875000e+05	 7.0265625e-01	 6.0609375e+01	
57	 3.1875000e+05	 7.0765625e-01	 6.0109375e+01	
58	 2.1875000e+05	 7.0515625e-01	 6.0859375e+01	
59	 4.1875000e+05	 7.0015625e-01	 6.0359375e+01	
60	 1.6875000e+05	 7.0890625e-01	 6.0484375e+01	
61	 3.6875000e+05	 7.0390625e-01	 6.0984375e+01	
62	 2.6875000e+05	 7.0140625e-01	 6.0234375e+01	
63	 4.6875000e+05	 7.0640625e-01	 6.0734375e+01	
64	 1.4375000e+05	 7.0703125e-01	 6.0171875e+01	
65	 3.4375000e+05	 7.0203125e-01	 6.0671875e+01	
66	 2.4375000e+05	 7.0453125e-01	 6.0421875e+01	
67	 4.4375000e+05	 7.0953125e-01	 6.0921875e+01	
68	 1.9375000e+05	 7.0078125e-01	 6.0796875e+01	
69	 3.9375000e+05	 7.0578125e-01	 6.0296875e+01	
70	 2.9375000e+05	 7.0828125e-01	 6.0546875e+01	
71	 4.9375000e+05	 7.0328125e-01	 6.0046875e+01	
72	 1.0312500e+05	 7.0664062e-01	 6.0523438e+01	
73	 3.0312500e+05	 7.0164062e-01	 6.0023438e+01	
74	 2.0312500e+05	 7.0414062e-01	 6.0773438e+01	
75	 4.0312500e+05	 7.0914062e-01	 6.0273438e+01	
76	 1.5312500e+05	 7.0039062e-01	 6.0398438e+01	
77	 3.5312500e+05	 7.0539062e-01	 6.0898438e+01	
78	 2.5312500e+05	 7.0789062e-01	 6.0148438e+01	
79	 4.5312500e+05	 7.0289062e-01	 6.0648438e+01	
80	 1.2812500e+05	 7.0351562e-01	 6.0210938e+01	
81	 3.2812500e+05	 7.0851562e-01	 6.0710938e+01	
82	 2.2812500e+05	 7.0601562e-01	 6.0460938e+01	
83	 4.2812500e+05	 7.0101562e-01	 6.0960938e+01	
84	 1.7812500e+05	 7.0976562e-01	 6.0835938e+01	
85	 3.7812500e+05	 7.0476562e-01	 6.0335938e+01	
86	 2.7812500e+05	 7.0226563e-01	 6.0585938e+01	
87	 4.7812500e+05	 7.0726563e-01	 6.0085938e+01	
88	 1.1562500e+05	 7.0132812e-01	 6.0929688e+01	
89	 3.1562500e+05	 7.0632812e-01	 6.0429688e+01	
90	 2.1562500e+05	 7.0882812e-01	 6.0679688e+01	
91	 4.1562500e+05	 7.0382812e-01	 6.0179688e+01	
92	 1.6562500e+05	 7.0507812e-01	 6.0054688e+01	
93	 3.6562500e+05	 7.0007812e-01	 6.0554688e+01	
94	 2.6562500e+05	 7.0257812e-01	 6.0304688e+01	
